index,Datum,Kvalitet,Snittemperatur,Year,Month,day_of_year,Over_10_5_days_in_a_row,0_or_under_5_days_in_a_row
14937,1984-11-23,Y,6.04,1984,11,328,0,0
14938,1984-11-24,Y,7.04,1984,11,329,0,0
14939,1984-11-25,Y,6.84,1984,11,330,0,0
14940,1984-11-26,Y,1.55,1984,11,331,0,0
14941,1984-11-27,Y,0.67,1984,11,332,0,0
14942,1984-11-28,Y,6.25,1984,11,333,0,0
14943,1984-11-29,Y,6.87,1984,11,334,0,0
14944,1984-11-30,Y,6.09,1984,11,335,0,0
14945,1984-12-01,Y,2.92,1984,12,336,0,0
14946,1984-12-02,Y,3.78,1984,12,337,0,0
14947,1984-12-03,Y,4.32,1984,12,338,0,0
14948,1984-12-04,Y,3.28,1984,12,339,0,0
14949,1984-12-05,Y,4.19,1984,12,340,0,0
14950,1984-12-06,Y,5.34,1984,12,341,0,0
14951,1984-12-07,Y,7.1,1984,12,342,0,0
14952,1984-12-08,Y,7.95,1984,12,343,0,0
14953,1984-12-09,Y,5.75,1984,12,344,0,0
14954,1984-12-10,Y,7.28,1984,12,345,0,0
14955,1984-12-11,Y,3.14,1984,12,346,0,0
14956,1984-12-12,Y,0.57,1984,12,347,0,0
14957,1984-12-13,Y,0.51,1984,12,348,0,0
14958,1984-12-14,Y,0.3,1984,12,349,0,0
14959,1984-12-15,Y,0.22,1984,12,350,0,0
14960,1984-12-16,Y,-1.27,1984,12,351,0,0
14961,1984-12-17,Y,-2.24,1984,12,352,0,0
14962,1984-12-18,Y,0.6,1984,12,353,0,0
14963,1984-12-19,Y,3.36,1984,12,354,0,0
14964,1984-12-20,Y,5.32,1984,12,355,0,0
14965,1984-12-21,Y,3.95,1984,12,356,0,0
14966,1984-12-22,Y,4.77,1984,12,357,0,0
14967,1984-12-23,Y,4.2,1984,12,358,0,0
14968,1984-12-24,Y,3.97,1984,12,359,0,0
14969,1984-12-25,Y,1.49,1984,12,360,0,0
14970,1984-12-26,Y,1.0,1984,12,361,0,0
14971,1984-12-27,Y,-0.01,1984,12,362,0,0
14972,1984-12-28,Y,-0.89,1984,12,363,0,0
14973,1984-12-29,Y,-1.99,1984,12,364,0,0
14974,1984-12-30,Y,-3.89,1984,12,365,0,0
14975,1984-12-31,Y,-0.4,1984,12,366,0,1
14976,1985-01-01,Y,-2.2,1985,1,1,0,0
14977,1985-01-02,Y,-6.83,1985,1,2,0,0
14978,1985-01-03,Y,-8.46,1985,1,3,0,0
14979,1985-01-04,Y,-10.77,1985,1,4,0,0
14980,1985-01-05,Y,-12.89,1985,1,5,0,1
14981,1985-01-06,Y,-13.73,1985,1,6,0,0
14982,1985-01-07,Y,-16.38,1985,1,7,0,0
14983,1985-01-08,Y,-15.87,1985,1,8,0,0
14984,1985-01-09,Y,-11.38,1985,1,9,0,0
14985,1985-01-10,Y,-11.43,1985,1,10,0,1
14986,1985-01-11,Y,-9.59,1985,1,11,0,0
14987,1985-01-12,Y,-8.81,1985,1,12,0,0
14988,1985-01-13,Y,-8.23,1985,1,13,0,0
14989,1985-01-14,Y,-6.25,1985,1,14,0,0
14990,1985-01-15,Y,-6.71,1985,1,15,0,1
14991,1985-01-16,Y,-11.85,1985,1,16,0,0
14992,1985-01-17,Y,-11.05,1985,1,17,0,0
14993,1985-01-18,Y,-4.48,1985,1,18,0,0
14994,1985-01-19,Y,-4.58,1985,1,19,0,0
14995,1985-01-20,Y,-2.47,1985,1,20,0,1
14996,1985-01-21,Y,-3.8,1985,1,21,0,0
14997,1985-01-22,Y,-0.37,1985,1,22,0,0
14998,1985-01-23,Y,1.1,1985,1,23,0,0
14999,1985-01-24,Y,-4.21,1985,1,24,0,0
15000,1985-01-25,Y,-10.68,1985,1,25,0,0
15001,1985-01-26,Y,-9.33,1985,1,26,0,0
15002,1985-01-27,Y,-11.4,1985,1,27,0,0
15003,1985-01-28,Y,-4.97,1985,1,28,0,1
15004,1985-01-29,Y,-0.62,1985,1,29,0,0
15005,1985-01-30,Y,0.19,1985,1,30,0,0
15006,1985-01-31,Y,0.63,1985,1,31,0,0
15007,1985-02-01,Y,2.18,1985,2,32,0,0
15008,1985-02-02,Y,-4.78,1985,2,33,0,0
15009,1985-02-03,Y,-8.75,1985,2,34,0,0
15010,1985-02-04,Y,-5.29,1985,2,35,0,0
15011,1985-02-05,Y,-2.24,1985,2,36,0,0
15012,1985-02-06,Y,-7.73,1985,2,37,0,1
15013,1985-02-07,Y,-15.1,1985,2,38,0,0
15014,1985-02-08,Y,-17.79,1985,2,39,0,0
15015,1985-02-09,Y,-18.49,1985,2,40,0,0
15016,1985-02-10,Y,-18.71,1985,2,41,0,0
15017,1985-02-11,Y,-12.9,1985,2,42,0,1
15018,1985-02-12,Y,-3.87,1985,2,43,0,0
15019,1985-02-13,Y,-5.38,1985,2,44,0,0
15020,1985-02-14,Y,-11.54,1985,2,45,0,0
15021,1985-02-15,Y,-15.01,1985,2,46,0,0
15022,1985-02-16,Y,-9.82,1985,2,47,0,1
15023,1985-02-17,Y,-14.65,1985,2,48,0,0
15024,1985-02-18,Y,-15.76,1985,2,49,0,0
15025,1985-02-19,Y,-13.9,1985,2,50,0,0
15026,1985-02-20,Y,-3.97,1985,2,51,0,0
15027,1985-02-21,Y,-4.12,1985,2,52,0,1
15028,1985-02-22,Y,-4.79,1985,2,53,0,0
15029,1985-02-23,Y,-1.22,1985,2,54,0,0
15030,1985-02-24,Y,1.55,1985,2,55,0,0
15031,1985-02-25,Y,-0.36,1985,2,56,0,0
15032,1985-02-26,Y,0.4,1985,2,57,0,0
15033,1985-02-27,Y,0.27,1985,2,58,0,0
15034,1985-02-28,Y,-0.63,1985,2,59,0,0
15035,1985-03-01,Y,0.1,1985,3,60,0,0
15036,1985-03-02,Y,-1.9,1985,3,61,0,0
15037,1985-03-03,Y,1.12,1985,3,62,0,0
15038,1985-03-04,Y,3.03,1985,3,63,0,0
15039,1985-03-05,Y,1.64,1985,3,64,0,0
15040,1985-03-06,Y,1.96,1985,3,65,0,0
15041,1985-03-07,Y,1.49,1985,3,66,0,0
15042,1985-03-08,Y,0.51,1985,3,67,0,0
15043,1985-03-09,Y,-0.96,1985,3,68,0,0
15044,1985-03-10,Y,-0.58,1985,3,69,0,0
15045,1985-03-11,Y,-0.91,1985,3,70,0,0
15046,1985-03-12,Y,0.82,1985,3,71,0,0
15047,1985-03-13,Y,1.6,1985,3,72,0,0
15048,1985-03-14,Y,1.38,1985,3,73,0,0
15049,1985-03-15,Y,0.95,1985,3,74,0,0
15050,1985-03-16,Y,0.62,1985,3,75,0,0
15051,1985-03-17,Y,-1.06,1985,3,76,0,0
15052,1985-03-18,Y,-3.55,1985,3,77,0,0
15053,1985-03-19,Y,-1.02,1985,3,78,0,0
15054,1985-03-20,Y,2.12,1985,3,79,0,0
15055,1985-03-21,Y,2.4,1985,3,80,0,0
15056,1985-03-22,Y,3.04,1985,3,81,0,0
15057,1985-03-23,Y,3.04,1985,3,82,0,0
15058,1985-03-24,Y,2.16,1985,3,83,0,0
15059,1985-03-25,Y,2.74,1985,3,84,0,0
15060,1985-03-26,Y,2.82,1985,3,85,0,0
15061,1985-03-27,Y,0.9,1985,3,86,0,0
15062,1985-03-28,Y,-0.11,1985,3,87,0,0
15063,1985-03-29,Y,0.13,1985,3,88,0,0
15064,1985-03-30,Y,0.21,1985,3,89,0,0
15065,1985-03-31,Y,1.43,1985,3,90,0,0
15066,1985-04-01,Y,4.99,1985,4,91,0,0
15067,1985-04-02,Y,5.5,1985,4,92,0,0
15068,1985-04-03,Y,2.45,1985,4,93,0,0
15069,1985-04-04,Y,3.2,1985,4,94,0,0
15070,1985-04-05,Y,1.99,1985,4,95,0,0
15071,1985-04-06,Y,2.0,1985,4,96,0,0
15072,1985-04-07,Y,0.77,1985,4,97,0,0
15073,1985-04-08,Y,1.87,1985,4,98,0,0
15074,1985-04-09,Y,0.1,1985,4,99,0,0
15075,1985-04-10,Y,-0.83,1985,4,100,0,0
15076,1985-04-11,Y,1.64,1985,4,101,0,0
15077,1985-04-12,Y,5.24,1985,4,102,0,0
15078,1985-04-13,Y,5.86,1985,4,103,0,0
15079,1985-04-14,Y,4.59,1985,4,104,0,0
15080,1985-04-15,Y,4.1,1985,4,105,0,0
15081,1985-04-16,Y,5.58,1985,4,106,0,0
15082,1985-04-17,Y,3.87,1985,4,107,0,0
15083,1985-04-18,Y,5.24,1985,4,108,0,0
15084,1985-04-19,Y,6.64,1985,4,109,0,0
15085,1985-04-20,Y,6.66,1985,4,110,0,0
15086,1985-04-21,Y,5.4,1985,4,111,0,0
15087,1985-04-22,Y,4.93,1985,4,112,0,0
15088,1985-04-23,Y,3.18,1985,4,113,0,0
15089,1985-04-24,Y,3.48,1985,4,114,0,0
15090,1985-04-25,Y,1.86,1985,4,115,0,0
15091,1985-04-26,Y,2.15,1985,4,116,0,0
15092,1985-04-27,Y,2.78,1985,4,117,0,0
15093,1985-04-28,Y,4.09,1985,4,118,0,0
15094,1985-04-29,Y,3.19,1985,4,119,0,0
15095,1985-04-30,Y,5.31,1985,4,120,0,0
15096,1985-05-01,Y,3.45,1985,5,121,0,0
15097,1985-05-02,Y,3.6,1985,5,122,0,0
15098,1985-05-03,Y,3.59,1985,5,123,0,0
15099,1985-05-04,Y,3.73,1985,5,124,0,0
15100,1985-05-05,Y,5.0,1985,5,125,0,0
15101,1985-05-06,Y,11.49,1985,5,126,0,0
15102,1985-05-07,Y,14.26,1985,5,127,0,0
15103,1985-05-08,Y,13.42,1985,5,128,0,0
15104,1985-05-09,Y,11.25,1985,5,129,0,0
15105,1985-05-10,Y,10.45,1985,5,130,1,0
15106,1985-05-11,Y,13.14,1985,5,131,0,0
15107,1985-05-12,Y,13.28,1985,5,132,0,0
15108,1985-05-13,Y,13.64,1985,5,133,0,0
15109,1985-05-14,Y,16.66,1985,5,134,0,0
15110,1985-05-15,Y,13.1,1985,5,135,1,0
15111,1985-05-16,Y,10.82,1985,5,136,0,0
15112,1985-05-17,Y,10.36,1985,5,137,0,0
15113,1985-05-18,Y,13.46,1985,5,138,0,0
15114,1985-05-19,Y,13.02,1985,5,139,0,0
15115,1985-05-20,Y,12.63,1985,5,140,1,0
15116,1985-05-21,Y,13.36,1985,5,141,0,0
15117,1985-05-22,Y,11.75,1985,5,142,0,0
15118,1985-05-23,Y,10.25,1985,5,143,0,0
15119,1985-05-24,Y,11.15,1985,5,144,0,0
15120,1985-05-25,Y,13.59,1985,5,145,1,0
15121,1985-05-26,Y,16.84,1985,5,146,0,0
15122,1985-05-27,Y,21.23,1985,5,147,0,0
15123,1985-05-28,Y,17.75,1985,5,148,0,0
15124,1985-05-29,Y,10.42,1985,5,149,0,0
15125,1985-05-30,Y,13.53,1985,5,150,1,0
15126,1985-05-31,Y,15.17,1985,5,151,0,0
15127,1985-06-01,Y,15.95,1985,6,152,0,0
15128,1985-06-02,Y,15.26,1985,6,153,0,0
15129,1985-06-03,Y,17.29,1985,6,154,0,0
15130,1985-06-04,Y,17.33,1985,6,155,1,0
15131,1985-06-05,Y,17.27,1985,6,156,0,0
15132,1985-06-06,Y,13.81,1985,6,157,0,0
15133,1985-06-07,Y,11.03,1985,6,158,0,0
15134,1985-06-08,Y,10.89,1985,6,159,0,0
15135,1985-06-09,Y,10.24,1985,6,160,1,0
15136,1985-06-10,Y,10.58,1985,6,161,0,0
15137,1985-06-11,Y,10.4,1985,6,162,0,0
15138,1985-06-12,Y,11.45,1985,6,163,0,0
15139,1985-06-13,Y,10.82,1985,6,164,0,0
15140,1985-06-14,Y,12.05,1985,6,165,1,0
15141,1985-06-15,Y,11.43,1985,6,166,0,0
15142,1985-06-16,Y,11.65,1985,6,167,0,0
15143,1985-06-17,Y,10.93,1985,6,168,0,0
15144,1985-06-18,Y,12.14,1985,6,169,0,0
15145,1985-06-19,Y,13.31,1985,6,170,1,0
15146,1985-06-20,Y,14.42,1985,6,171,0,0
15147,1985-06-21,Y,15.39,1985,6,172,0,0
15148,1985-06-22,Y,15.54,1985,6,173,0,0
15149,1985-06-23,Y,16.54,1985,6,174,0,0
15150,1985-06-24,Y,16.3,1985,6,175,1,0
15151,1985-06-25,Y,14.58,1985,6,176,0,0
15152,1985-06-26,Y,13.35,1985,6,177,0,0
15153,1985-06-27,Y,14.5,1985,6,178,0,0
15154,1985-06-28,Y,14.85,1985,6,179,0,0
15155,1985-06-29,Y,14.02,1985,6,180,1,0
15156,1985-06-30,Y,13.83,1985,6,181,0,0
15157,1985-07-01,Y,15.46,1985,7,182,0,0
15158,1985-07-02,Y,15.34,1985,7,183,0,0
15159,1985-07-03,Y,16.26,1985,7,184,0,0
15160,1985-07-04,Y,16.39,1985,7,185,1,0
15161,1985-07-05,Y,17.37,1985,7,186,0,0
15162,1985-07-06,Y,18.74,1985,7,187,0,0
15163,1985-07-07,Y,14.85,1985,7,188,0,0
15164,1985-07-08,Y,15.11,1985,7,189,0,0
15165,1985-07-09,Y,15.4,1985,7,190,1,0
15166,1985-07-10,Y,15.18,1985,7,191,0,0
15167,1985-07-11,Y,15.56,1985,7,192,0,0
15168,1985-07-12,Y,16.98,1985,7,193,0,0
15169,1985-07-13,Y,17.28,1985,7,194,0,0
15170,1985-07-14,Y,19.5,1985,7,195,1,0
15171,1985-07-15,Y,17.48,1985,7,196,0,0
15172,1985-07-16,Y,14.48,1985,7,197,0,0
15173,1985-07-17,Y,15.22,1985,7,198,0,0
15174,1985-07-18,Y,17.77,1985,7,199,0,0
15175,1985-07-19,Y,16.42,1985,7,200,1,0
15176,1985-07-20,Y,14.85,1985,7,201,0,0
15177,1985-07-21,Y,14.76,1985,7,202,0,0
15178,1985-07-22,Y,15.0,1985,7,203,0,0
15179,1985-07-23,Y,15.03,1985,7,204,0,0
15180,1985-07-24,Y,15.08,1985,7,205,1,0
15181,1985-07-25,Y,15.42,1985,7,206,0,0
15182,1985-07-26,Y,15.79,1985,7,207,0,0
15183,1985-07-27,Y,16.33,1985,7,208,0,0
15184,1985-07-28,Y,16.26,1985,7,209,0,0
15185,1985-07-29,Y,15.56,1985,7,210,1,0
15186,1985-07-30,Y,16.64,1985,7,211,0,0
15187,1985-07-31,Y,16.49,1985,7,212,0,0
15188,1985-08-01,Y,16.89,1985,8,213,0,0
15189,1985-08-02,Y,15.28,1985,8,214,0,0
15190,1985-08-03,Y,14.63,1985,8,215,1,0
15191,1985-08-04,Y,14.8,1985,8,216,0,0
15192,1985-08-05,Y,13.52,1985,8,217,0,0
15193,1985-08-06,Y,14.89,1985,8,218,0,0
15194,1985-08-07,Y,15.6,1985,8,219,0,0
15195,1985-08-08,Y,14.98,1985,8,220,1,0
15196,1985-08-09,Y,15.3,1985,8,221,0,0
15197,1985-08-10,Y,16.2,1985,8,222,0,0
15198,1985-08-11,Y,15.69,1985,8,223,0,0
15199,1985-08-12,Y,15.78,1985,8,224,0,0
15200,1985-08-13,Y,16.58,1985,8,225,1,0
15201,1985-08-14,Y,19.04,1985,8,226,0,0
15202,1985-08-15,Y,17.3,1985,8,227,0,0
15203,1985-08-16,Y,16.61,1985,8,228,0,0
15204,1985-08-17,Y,15.13,1985,8,229,0,0
15205,1985-08-18,Y,15.21,1985,8,230,1,0
15206,1985-08-19,Y,14.76,1985,8,231,0,0
15207,1985-08-20,Y,14.9,1985,8,232,0,0
15208,1985-08-21,Y,15.48,1985,8,233,0,0
15209,1985-08-22,Y,15.3,1985,8,234,0,0
15210,1985-08-23,Y,14.59,1985,8,235,1,0
15211,1985-08-24,Y,14.73,1985,8,236,0,0
15212,1985-08-25,Y,15.25,1985,8,237,0,0
15213,1985-08-26,Y,14.91,1985,8,238,0,0
15214,1985-08-27,Y,14.88,1985,8,239,0,0
15215,1985-08-28,Y,16.65,1985,8,240,1,0
15216,1985-08-29,Y,15.3,1985,8,241,0,0
15217,1985-08-30,Y,14.65,1985,8,242,0,0
15218,1985-08-31,Y,17.01,1985,8,243,0,0
15219,1985-09-01,Y,15.17,1985,9,244,0,0
15220,1985-09-02,Y,14.1,1985,9,245,1,0
15221,1985-09-03,Y,13.71,1985,9,246,0,0
15222,1985-09-04,Y,14.21,1985,9,247,0,0
15223,1985-09-05,Y,11.73,1985,9,248,0,0
15224,1985-09-06,Y,8.6,1985,9,249,0,0
15225,1985-09-07,Y,9.03,1985,9,250,0,0
15226,1985-09-08,Y,10.29,1985,9,251,0,0
15227,1985-09-09,Y,12.15,1985,9,252,0,0
15228,1985-09-10,Y,11.63,1985,9,253,0,0
15229,1985-09-11,Y,12.56,1985,9,254,0,0
15230,1985-09-12,Y,10.72,1985,9,255,1,0
15231,1985-09-13,Y,12.98,1985,9,256,0,0
15232,1985-09-14,Y,12.19,1985,9,257,0,0
15233,1985-09-15,Y,12.57,1985,9,258,0,0
15234,1985-09-16,Y,12.0,1985,9,259,0,0
15235,1985-09-17,Y,11.16,1985,9,260,1,0
15236,1985-09-18,Y,11.93,1985,9,261,0,0
15237,1985-09-19,Y,12.72,1985,9,262,0,0
15238,1985-09-20,Y,12.2,1985,9,263,0,0
15239,1985-09-21,Y,9.93,1985,9,264,0,0
15240,1985-09-22,Y,7.06,1985,9,265,0,0
15241,1985-09-23,Y,5.52,1985,9,266,0,0
15242,1985-09-24,Y,7.42,1985,9,267,0,0
15243,1985-09-25,Y,6.0,1985,9,268,0,0
15244,1985-09-26,Y,7.46,1985,9,269,0,0
15245,1985-09-27,Y,12.43,1985,9,270,0,0
15246,1985-09-28,Y,9.29,1985,9,271,0,0
15247,1985-09-29,Y,6.17,1985,9,272,0,0
15248,1985-09-30,Y,11.34,1985,9,273,0,0
15249,1985-10-01,Y,14.69,1985,10,274,0,0
15250,1985-10-02,Y,15.36,1985,10,275,0,0
15251,1985-10-03,Y,15.52,1985,10,276,0,0
15252,1985-10-04,Y,14.62,1985,10,277,1,0
15253,1985-10-05,Y,13.78,1985,10,278,0,0
15254,1985-10-06,Y,11.53,1985,10,279,0,0
15255,1985-10-07,Y,12.5,1985,10,280,0,0
15256,1985-10-08,Y,9.38,1985,10,281,0,0
15257,1985-10-09,Y,10.35,1985,10,282,0,0
15258,1985-10-10,Y,11.3,1985,10,283,0,0
15259,1985-10-11,Y,11.6,1985,10,284,0,0
15260,1985-10-12,Y,10.1,1985,10,285,0,0
15261,1985-10-13,Y,6.52,1985,10,286,0,0
15262,1985-10-14,Y,12.86,1985,10,287,0,0
15263,1985-10-15,Y,9.89,1985,10,288,0,0
15264,1985-10-16,Y,10.29,1985,10,289,0,0
15265,1985-10-17,Y,9.73,1985,10,290,0,0
15266,1985-10-18,Y,10.18,1985,10,291,0,0
15267,1985-10-19,Y,6.69,1985,10,292,0,0
15268,1985-10-20,Y,10.75,1985,10,293,0,0
15269,1985-10-21,Y,10.72,1985,10,294,0,0
15270,1985-10-22,Y,6.01,1985,10,295,0,0
15271,1985-10-23,Y,5.82,1985,10,296,0,0
15272,1985-10-24,Y,7.32,1985,10,297,0,0
15273,1985-10-25,Y,7.12,1985,10,298,0,0
15274,1985-10-26,Y,4.86,1985,10,299,0,0
15275,1985-10-27,Y,4.99,1985,10,300,0,0
15276,1985-10-28,Y,5.32,1985,10,301,0,0
15277,1985-10-29,Y,5.14,1985,10,302,0,0
15278,1985-10-30,Y,9.69,1985,10,303,0,0
15279,1985-10-31,Y,7.08,1985,10,304,0,0
15280,1985-11-01,Y,2.98,1985,11,305,0,0
15281,1985-11-02,Y,4.88,1985,11,306,0,0
15282,1985-11-03,Y,5.19,1985,11,307,0,0
15283,1985-11-04,Y,6.16,1985,11,308,0,0
15284,1985-11-05,Y,6.99,1985,11,309,0,0
15285,1985-11-06,Y,6.99,1985,11,310,0,0
15286,1985-11-07,Y,5.15,1985,11,311,0,0
15287,1985-11-08,Y,2.33,1985,11,312,0,0
15288,1985-11-09,Y,8.01,1985,11,313,0,0
15289,1985-11-10,Y,5.42,1985,11,314,0,0
15290,1985-11-11,Y,3.18,1985,11,315,0,0
15291,1985-11-12,Y,2.51,1985,11,316,0,0
15292,1985-11-13,Y,-2.05,1985,11,317,0,0
15293,1985-11-14,Y,-3.09,1985,11,318,0,0
15294,1985-11-15,Y,-0.46,1985,11,319,0,0
15295,1985-11-16,Y,-1.16,1985,11,320,0,0
15296,1985-11-17,Y,-1.64,1985,11,321,0,1
15297,1985-11-18,Y,-0.07,1985,11,322,0,0
15298,1985-11-19,Y,0.79,1985,11,323,0,0
15299,1985-11-20,Y,-0.97,1985,11,324,0,0
15300,1985-11-21,Y,-0.29,1985,11,325,0,0
15301,1985-11-22,Y,0.57,1985,11,326,0,0
15302,1985-11-23,Y,0.09,1985,11,327,0,0
15303,1985-11-24,Y,-3.07,1985,11,328,0,0
15304,1985-11-25,Y,-4.49,1985,11,329,0,0
15305,1985-11-26,Y,-5.14,1985,11,330,0,0
15306,1985-11-27,Y,-3.62,1985,11,331,0,0
15307,1985-11-28,Y,-1.21,1985,11,332,0,1
15308,1985-11-29,Y,-3.16,1985,11,333,0,0
15309,1985-11-30,Y,-8.62,1985,11,334,0,0
15310,1985-12-01,Y,-4.68,1985,12,335,0,0
15311,1985-12-02,Y,0.47,1985,12,336,0,0
15312,1985-12-03,Y,4.89,1985,12,337,0,0
15313,1985-12-04,Y,6.93,1985,12,338,0,0
15314,1985-12-05,Y,1.99,1985,12,339,0,0
15315,1985-12-06,Y,0.72,1985,12,340,0,0
15316,1985-12-07,Y,-5.18,1985,12,341,0,0
15317,1985-12-08,Y,-10.3,1985,12,342,0,0
15318,1985-12-09,Y,-7.0,1985,12,343,0,0
15319,1985-12-10,Y,-1.96,1985,12,344,0,0
15320,1985-12-11,Y,-4.21,1985,12,345,0,1
15321,1985-12-12,Y,0.93,1985,12,346,0,0
15322,1985-12-13,Y,4.68,1985,12,347,0,0
15323,1985-12-14,Y,3.04,1985,12,348,0,0
15324,1985-12-15,Y,2.87,1985,12,349,0,0
15325,1985-12-16,Y,1.24,1985,12,350,0,0
15326,1985-12-17,Y,-3.19,1985,12,351,0,0
15327,1985-12-18,Y,-4.24,1985,12,352,0,0
15328,1985-12-19,Y,0.57,1985,12,353,0,0
15329,1985-12-20,Y,-0.83,1985,12,354,0,0
15330,1985-12-21,Y,5.58,1985,12,355,0,0
15331,1985-12-22,Y,6.14,1985,12,356,0,0
15332,1985-12-23,Y,5.16,1985,12,357,0,0
15333,1985-12-24,Y,4.95,1985,12,358,0,0
15334,1985-12-25,Y,4.88,1985,12,359,0,0
15335,1985-12-26,Y,-4.2,1985,12,360,0,0
15336,1985-12-27,Y,-2.19,1985,12,361,0,0
15337,1985-12-28,Y,-3.32,1985,12,362,0,0
15338,1985-12-29,Y,-4.34,1985,12,363,0,0
15339,1985-12-30,Y,-1.86,1985,12,364,0,1
15340,1985-12-31,Y,-0.05,1985,12,365,0,0
15341,1986-01-01,Y,-2.15,1986,1,1,0,0
15342,1986-01-02,Y,-3.32,1986,1,2,0,0
15343,1986-01-03,Y,-4.23,1986,1,3,0,0
15344,1986-01-04,Y,-6.78,1986,1,4,0,1
15345,1986-01-05,Y,-12.0,1986,1,5,0,0
15346,1986-01-06,Y,-11.01,1986,1,6,0,0
15347,1986-01-07,Y,-9.34,1986,1,7,0,0
15348,1986-01-08,Y,-18.04,1986,1,8,0,0
15349,1986-01-09,Y,-11.65,1986,1,9,0,1
15350,1986-01-10,Y,-8.09,1986,1,10,0,0
15351,1986-01-11,Y,1.34,1986,1,11,0,0
15352,1986-01-12,Y,2.17,1986,1,12,0,0
15353,1986-01-13,Y,0.69,1986,1,13,0,0
15354,1986-01-14,Y,1.12,1986,1,14,0,0
15355,1986-01-15,Y,-1.04,1986,1,15,0,0
15356,1986-01-16,Y,-6.15,1986,1,16,0,0
15357,1986-01-17,Y,-11.08,1986,1,17,0,0
15358,1986-01-18,Y,-1.82,1986,1,18,0,0
15359,1986-01-19,Y,-0.11,1986,1,19,0,1
15360,1986-01-20,Y,-2.49,1986,1,20,0,0
15361,1986-01-21,Y,2.52,1986,1,21,0,0
15362,1986-01-22,Y,1.98,1986,1,22,0,0
15363,1986-01-23,Y,1.95,1986,1,23,0,0
15364,1986-01-24,Y,1.21,1986,1,24,0,0
15365,1986-01-25,Y,-1.53,1986,1,25,0,0
15366,1986-01-26,Y,-3.56,1986,1,26,0,0
15367,1986-01-27,Y,-7.68,1986,1,27,0,0
15368,1986-01-28,Y,-2.67,1986,1,28,0,0
15369,1986-01-29,Y,0.1,1986,1,29,0,0
15370,1986-01-30,Y,0.12,1986,1,30,0,0
15371,1986-01-31,Y,-1.08,1986,1,31,0,0
15372,1986-02-01,Y,-0.21,1986,2,32,0,0
15373,1986-02-02,Y,-1.39,1986,2,33,0,0
15374,1986-02-03,Y,-3.64,1986,2,34,0,0
15375,1986-02-04,Y,-7.17,1986,2,35,0,1
15376,1986-02-05,Y,-6.55,1986,2,36,0,0
15377,1986-02-06,Y,-9.82,1986,2,37,0,0
15378,1986-02-07,Y,-10.24,1986,2,38,0,0
15379,1986-02-08,Y,-6.59,1986,2,39,0,0
15380,1986-02-09,Y,-9.48,1986,2,40,0,1
15381,1986-02-10,Y,-4.27,1986,2,41,0,0
15382,1986-02-11,Y,-3.23,1986,2,42,0,0
15383,1986-02-12,Y,-3.88,1986,2,43,0,0
15384,1986-02-13,Y,-3.05,1986,2,44,0,0
15385,1986-02-14,Y,-2.2,1986,2,45,0,1
15386,1986-02-15,Y,-2.32,1986,2,46,0,0
15387,1986-02-16,Y,-6.96,1986,2,47,0,0
15388,1986-02-17,Y,-8.19,1986,2,48,0,0
15389,1986-02-18,Y,-5.22,1986,2,49,0,0
15390,1986-02-19,Y,-12.48,1986,2,50,0,1
15391,1986-02-20,Y,-11.51,1986,2,51,0,0
15392,1986-02-21,Y,-10.56,1986,2,52,0,0
15393,1986-02-22,Y,-12.71,1986,2,53,0,0
15394,1986-02-23,Y,-9.52,1986,2,54,0,0
15395,1986-02-24,Y,-9.16,1986,2,55,0,1
15396,1986-02-25,Y,-10.07,1986,2,56,0,0
15397,1986-02-26,Y,-6.97,1986,2,57,0,0
15398,1986-02-27,Y,-2.72,1986,2,58,0,0
15399,1986-02-28,Y,-6.95,1986,2,59,0,0
15400,1986-03-01,Y,-5.0,1986,3,60,0,1
15401,1986-03-02,Y,-4.4,1986,3,61,0,0
15402,1986-03-03,Y,-1.66,1986,3,62,0,0
15403,1986-03-04,Y,-2.49,1986,3,63,0,0
15404,1986-03-05,Y,1.87,1986,3,64,0,0
15405,1986-03-06,Y,1.33,1986,3,65,0,0
15406,1986-03-07,Y,0.9,1986,3,66,0,0
15407,1986-03-08,Y,0.24,1986,3,67,0,0
15408,1986-03-09,Y,1.59,1986,3,68,0,0
15409,1986-03-10,Y,1.21,1986,3,69,0,0
15410,1986-03-11,Y,2.1,1986,3,70,0,0
15411,1986-03-12,Y,0.63,1986,3,71,0,0
15412,1986-03-13,Y,1.47,1986,3,72,0,0
15413,1986-03-14,Y,1.32,1986,3,73,0,0
15414,1986-03-15,Y,1.83,1986,3,74,0,0
15415,1986-03-16,Y,0.26,1986,3,75,0,0
15416,1986-03-17,Y,3.49,1986,3,76,0,0
15417,1986-03-18,Y,4.33,1986,3,77,0,0
15418,1986-03-19,Y,4.33,1986,3,78,0,0
15419,1986-03-20,Y,5.38,1986,3,79,0,0
15420,1986-03-21,Y,2.69,1986,3,80,0,0
15421,1986-03-22,Y,2.11,1986,3,81,0,0
15422,1986-03-23,Y,2.86,1986,3,82,0,0
15423,1986-03-24,Y,2.48,1986,3,83,0,0
15424,1986-03-25,Y,1.43,1986,3,84,0,0
15425,1986-03-26,Y,3.33,1986,3,85,0,0
15426,1986-03-27,Y,3.1,1986,3,86,0,0
15427,1986-03-28,Y,3.63,1986,3,87,0,0
15428,1986-03-29,Y,3.67,1986,3,88,0,0
